"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"MSCI EM INDEX - ICE FUTURES U.S.",221227,2022-12-27,244042,ICUS,01,244 , 1087359,   76759,  505527,   10395,  702993,  320508,  116339,   79560,   90206,    6702,   54543,   17974,    3454, 1050745, 1071105,   36614,   16254,    6091,    1926,    7233,    2452,   10751,    -920,   -3622,   -2723,     -22,     -10,   -5897,     747,      -9,    2868,    5849,    3223,     242,  100.0,    7.1,   46.5,    1.0,   64.7,   29.5,   10.7,    7.3,    8.3,    0.6,    5.0,    1.7,    0.3,   96.6,   98.5,    3.4,    1.5,    394,     27,     17,     11,    143,     76,     84,     52,     38,     34,     27,     14,      6,    320,    209,    15.3,    35.2,    23.5,    49.2,    14.7,    34.7,    22.4,    46.6,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",221220,2022-12-20,244042,ICUS,01,244 , 1081268,   74833,  498294,    7943,  692242,  321428,  119961,   82283,   90228,    6712,   60440,   17227,    3463, 1047877, 1065256,   33391,   16012, -178284,  -16270,  125556, -117785,   25308,   -8781,   -5521,     983,  -55467,  -10726,    7304,  -51234,   -7434, -124141, -131392,  -54143,  -46892,  100.0,    6.9,   46.1,    0.7,   64.0,   29.7,   11.1,    7.6,    8.3,    0.6,    5.6,    1.6,    0.3,   96.9,   98.5,    3.1,    1.5,    389,     27,     17,     10,    140,     76,     83,     52,     36,     30,     26,     15,      7,    311,    208,    15.0,    35.1,    23.5,    48.7,    14.2,    34.7,    22.2,    46.3,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",221213,2022-12-13,244042,ICUS,01,244 , 1259552,   91103,  372738,  125728,  666934,  330209,  125482,   81300,  145695,   17438,   53136,   68461,   10897, 1172018, 1196648,   87534,   62904,  214223,     375,   -7166,  110268,   21953,  -20956,   10859,   -4537,   39085,    6683,    3023,   18608,    6920,  155544,  164301,   58679,   49922,  100.0,    7.2,   29.6,   10.0,   53.0,   26.2,   10.0,    6.5,   11.6,    1.4,    4.2,    5.4,    0.9,   93.1,   95.0,    6.9,    5.0,    395,     26,     20,     22,    142,     70,     91,     53,     39,     38,     27,     14,      8,    326,    228,    15.2,    29.2,    23.1,    42.8,    12.4,    22.5,    19.2,    32.8,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",221206,2022-12-06,244042,ICUS,01,244 , 1045329,   90728,  379904,   15460,  644981,  351165,  114623,   85837,  106610,   10755,   50113,   49853,    3977, 1016474, 1032347,   28855,   12982, -135229,   -7611,  -23935,    3197,  -96490,    2431,  -21756,    3363,  -54090,    1183,  -16956,  -40103,     542, -134528, -132531,    -701,   -2698,  100.0,    8.7,   36.3,    1.5,   61.7,   33.6,   11.0,    8.2,   10.2,    1.0,    4.8,    4.8,    0.4,   97.2,   98.8,    2.8,    1.2,    391,     28,     17,     14,    139,     77,     84,     55,     34,     34,     24,     17,      7,    313,    217,    15.8,    29.5,    24.4,    42.1,    14.9,    28.5,    22.7,    39.0,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",221129,2022-11-29,244042,ICUS,01,244 , 1180558,   98339,  403839,   12263,  741471,  348734,  136379,   82474,  160700,    9572,   67069,   89956,    3435, 1151002, 1164878,   29556,   15680,   10087,     -33,    9616,    1338,   -5470,  -13439,   13403,    -731,    8966,     716,   -1618,    -503,    -166,    7439,   19931,    2648,   -9844,  100.0,    8.3,   34.2,    1.0,   62.8,   29.5,   11.6,    7.0,   13.6,    0.8,    5.7,    7.6,    0.3,   97.5,   98.7,    2.5,    1.3,    403,     28,     19,     11,    145,     81,     82,     49,     39,     33,     23,     19,      7,    314,    222,    17.9,    30.0,    26.3,    43.4,    16.8,    29.6,    24.7,    40.7,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",221122,2022-11-22,244042,ICUS,01,244 , 1170471,   98372,  394223,   10925,  746941,  362173,  122976,   83205,  151734,    8856,   68687,   90459,    3601, 1143563, 1144947,   26908,   25524,    8214,    1855,   24968,    1649,   18271,  -26564,   -4813,   -5510,    1795,     192,    4465,    3350,      94,   16203,     671,   -7989,    7543,  100.0,    8.4,   33.7,    0.9,   63.8,   30.9,   10.5,    7.1,   13.0,    0.8,    5.9,    7.7,    0.3,   97.7,   97.8,    2.3,    2.2,    403,     29,     18,     12,    143,     84,     82,     50,     40,     30,     21,     17,      7,    310,    224,    17.7,    29.6,    26.1,    42.2,    16.6,    29.2,    24.5,    39.7,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",221115,2022-11-15,244042,ICUS,01,244 , 1162257,   96517,  369255,    9276,  728670,  388737,  127789,   88715,  149939,    8664,   64222,   87109,    3507, 1127360, 1144276,   34897,   17981,   -5334,     731,   18236,    1131,  -15050,  -40410,   -4907,    6019,    3209,     598,   -5677,   16803,     -15,  -17170,   -5355,   11836,      21,  100.0,    8.3,   31.8,    0.8,   62.7,   33.4,   11.0,    7.6,   12.9,    0.7,    5.5,    7.5,    0.3,   97.0,   98.5,    3.0,    1.5,    401,     28,     20,     12,    143,     86,     87,     50,     39,     29,     21,     14,      7,    309,    227,    17.7,    28.0,    26.2,    41.0,    16.2,    27.8,    24.2,    38.4,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",221108,2022-11-08,244042,ICUS,01,244 , 1167591,   95786,  351019,    8145,  743720,  429147,  132696,   82696,  146730,    8066,   69899,   70306,    3522, 1144530, 1149631,   23061,   17960,   33891,   13808,   22484,   -1493,   37270,   -5344,   -7624,    9243,    7454,      59,  -14394,   14657,    1864,   38733,   32057,   -4842,    1834,  100.0,    8.2,   30.1,    0.7,   63.7,   36.8,   11.4,    7.1,   12.6,    0.7,    6.0,    6.0,    0.3,   98.0,   98.5,    2.0,    1.5,    413,     27,     21,     12,    140,     95,     90,     44,     49,     28,     20,     17,      7,    301,    249,    18.6,    25.2,    27.9,    38.1,    17.2,    25.1,    25.8,    35.3,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",221101,2022-11-01,244042,ICUS,01,244 , 1133700,   81978,  328535,    9638,  706450,  434491,  140320,   73453,  139276,    8007,   84293,   55649,    1658, 1105797, 1117574,   27903,   16126,   75769,   -5652,   43165,   -1246,   74944,   -4875,   -6525,    -774,   27367,   -1607,   11213,   24384,    -102,   70251,   80561,    5518,   -4792,  100.0,    7.2,   29.0,    0.9,   62.3,   38.3,   12.4,    6.5,   12.3,    0.7,    7.4,    4.9,    0.1,   97.5,   98.6,    2.5,    1.4,    413,     26,     21,     10,    136,     99,     91,     43,     48,     31,     22,     18,      7,    299,    253,    20.6,    23.3,    30.2,    35.5,    19.3,    23.1,    27.9,    32.5,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",221025,2022-10-25,244042,ICUS,01,244 , 1057931,   87630,  285370,   10884,  631506,  439366,  146845,   74227,  111909,    9614,   73080,   31265,    1760, 1035546, 1037013,   22385,   20918,    -897,    8699,    4779,     274,   14418,   -9038,    -296,  -18360,   -5749,     690,   -8110,    9225,     -51,   -2736,    -166,    1839,    -731,  100.0,    8.3,   27.0,    1.0,   59.7,   41.5,   13.9,    7.0,   10.6,    0.9,    6.9,    3.0,    0.2,   97.9,   98.0,    2.1,    2.0,    411,     29,     19,      9,    131,    103,     92,     45,     45,     31,     21,     18,      9,    300,    252,    20.0,    22.3,    29.9,    33.9,    18.1,    21.9,    26.8,    30.9,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",221018,2022-10-18,244042,ICUS,01,244 , 1058828,   78931,  280591,   10610,  617088,  448404,  147141,   92587,  117658,    8924,   81190,   22040,    1811, 1038282, 1037179,   20546,   21649,   -7177,    -801,  -11893,   -1497,    2134,   -2839,     184,   -1902,    7779,    1487,   -6209,    -852,     -31,   -6635,   -7662,    -542,     485,  100.0,    7.5,   26.5,    1.0,   58.3,   42.3,   13.9,    8.7,   11.1,    0.8,    7.7,    2.1,    0.2,   98.1,   98.0,    1.9,    2.0,    408,     27,     18,     10,    130,    102,     86,     47,     46,     30,     22,     16,      8,    294,    248,    20.1,    21.4,    29.2,    33.4,    18.2,    20.9,    26.2,    30.7,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",221011,2022-10-11,244042,ICUS,01,244 , 1066005,   79732,  292484,   12107,  614954,  451243,  146957,   94489,  109879,    7437,   87399,   22892,    1842, 1044917, 1044841,   21088,   21164,  -17330,   -4616,   -5870,     531,  -19793,    5883,    1355,    5767,  -15110,   -2067,     174,     215,      46,  -18603,  -15017,    1273,   -2313,  100.0,    7.5,   27.4,    1.1,   57.7,   42.3,   13.8,    8.9,   10.3,    0.7,    8.2,    2.1,    0.2,   98.0,   98.0,    2.0,    2.0,    395,     26,     18,     11,    128,    100,     90,     42,     42,     28,     23,     16,      9,    291,    242,    19.4,    21.7,    28.7,    33.9,    17.6,    21.4,    25.9,    31.1,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",221004,2022-10-04,244042,ICUS,01,244 , 1083335,   84348,  298354,   11576,  634747,  445360,  145602,   88722,  124989,    9504,   87225,   22677,    1796, 1063520, 1059858,   19815,   23477,  -53900,     475,  -50841,     931,  -18416,  -23323,   12497,  -19137,    -208,    4056,  -30183,      57,     167,  -49610,  -56664,   -4290,    2764,  100.0,    7.8,   27.5,    1.1,   58.6,   41.1,   13.4,    8.2,   11.5,    0.9,    8.1,    2.1,    0.2,   98.2,   97.8,    1.8,    2.2,    401,     27,     17,     11,    135,     96,     87,     44,     43,     31,     22,     17,      9,    301,    238,    19.6,    21.9,    29.1,    34.2,    18.1,    21.6,    26.5,    31.9,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",220927,2022-09-27,244042,ICUS,01,244 , 1137235,   83873,  349195,   10645,  653163,  468683,  133105,  107859,  125197,    5448,  117408,   22620,    1629, 1113130, 1116522,   24105,   20713,    5587,    -614,  -41340,     370,  -14949,   33205,   -1243,   -7527,   17079,    -336,   28336,     294,    -427,    3610,    7602,    1977,   -2015,  100.0,    7.4,   30.7,    0.9,   57.4,   41.2,   11.7,    9.5,   11.0,    0.5,   10.3,    2.0,    0.1,   97.9,   98.2,    2.1,    1.8,    402,     27,     20,     11,    130,     96,     88,     44,     47,     27,     22,     16,      7,    296,    239,    19.5,    22.5,    29.1,    36.2,    18.4,    22.2,    26.8,    34.2,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",220920,2022-09-20,244042,ICUS,01,244 , 1131648,   84487,  390535,   10275,  668112,  435478,  134348,  115386,  108118,    5784,   89072,   22326,    2056, 1109520, 1108920,   22128,   22728, -356767,  -37251,  -30253, -203400,  -47038,   20119,   -9808,   42604,  -16975,  -14608,    1868,      56,   -7360, -274993, -262229,  -81774,  -94538,  100.0,    7.5,   34.5,    0.9,   59.0,   38.5,   11.9,   10.2,    9.6,    0.5,    7.9,    2.0,    0.2,   98.0,   98.0,    2.0,    2.0,    407,     30,     17,     11,    133,     93,     86,     46,     46,     28,     25,     17,      8,    305,    235,    17.5,    25.7,    26.5,    39.3,    16.2,    25.5,    24.4,    37.1,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",220913,2022-09-13,244042,ICUS,01,244 , 1488415,  121738,  420788,  213675,  715150,  415359,  144156,   72782,  125093,   20392,   87204,   22270,    9416, 1384513, 1371149,  103902,  117266,  287181,    6226,  -13920,  188183,   -5616,    3498,    6900,  -14521,  -11150,   11752,    6057,    -631,    6959,  205940,  191591,   81241,   95590,  100.0,    8.2,   28.3,   14.4,   48.0,   27.9,    9.7,    4.9,    8.4,    1.4,    5.9,    1.5,    0.6,   93.0,   92.1,    7.0,    7.9,    413,     27,     22,     22,    132,     93,     89,     43,     51,     39,     24,     17,     11,    318,    256,    20.8,    25.6,    31.1,    38.7,    14.2,    22.1,    21.3,    28.1,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",220906,2022-09-06,244042,ICUS,01,244 , 1201234,  115512,  434708,   25492,  720766,  411861,  137256,   87303,  136243,    8640,   81147,   22901,    2457, 1178573, 1179558,   22661,   21676,  -51482,    1801,  -35860,    1980,  -71442,   15574,   -1681,     583,  -18261,    1879,   18191,  -17200,     222,  -48467,  -53347,   -3015,    1865,  100.0,    9.6,   36.2,    2.1,   60.0,   34.3,   11.4,    7.3,   11.3,    0.7,    6.8,    1.9,    0.2,   98.1,   98.2,    1.9,    1.8,    420,     27,     21,     14,    138,     94,     85,     41,     55,     31,     25,     19,      9,    305,    254,    17.7,    28.5,    26.8,    37.5,    15.9,    27.3,    24.7,    35.1,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",220830,2022-08-30,244042,ICUS,01,244 , 1252716,  113711,  470568,   23512,  792208,  396287,  138937,   86720,  154504,    6761,   62956,   40101,    2235, 1227040, 1232905,   25676,   19811,   34011,   -2086,   21478,       9,   32988,    7334,    3903,   -1341,    4588,    -950,    3225,    5006,     -34,   35714,   41334,   -1703,   -7323,  100.0,    9.1,   37.6,    1.9,   63.2,   31.6,   11.1,    6.9,   12.3,    0.5,    5.0,    3.2,    0.2,   98.0,   98.4,    2.0,    1.6,    418,     27,     22,     13,    141,     91,     86,     42,     53,     29,     24,     18,      8,    301,    253,    18.7,    28.1,    29.0,    37.8,    17.6,    27.5,    26.8,    35.5,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",220823,2022-08-23,244042,ICUS,01,244 , 1218705,  115797,  449090,   23503,  759220,  388953,  135034,   88061,  149916,    7711,   59731,   35095,    2269, 1191326, 1191571,   27379,   27134,    -954,   -7914,   -1015,   -1303,   -7330,   18955,    8812,    -925,  -15811,    3054,     124,  -22184,     469,   -5013,   -9023,    4059,    8069,  100.0,    9.5,   36.8,    1.9,   62.3,   31.9,   11.1,    7.2,   12.3,    0.6,    4.9,    2.9,    0.2,   97.8,   97.8,    2.2,    2.2,    421,     28,     22,     13,    139,     93,     88,     43,     52,     29,     25,     19,      9,    307,    253,    18.4,    29.0,    28.9,    37.7,    17.3,    27.8,    26.5,    34.8,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",220816,2022-08-16,244042,ICUS,01,244 , 1219659,  123711,  450105,   24806,  766550,  369998,  126222,   88986,  165727,    4657,   59607,   57279,    1800, 1196339, 1200594,   23320,   19065,   12356,     355,    4574,    -112,   15928,  -21216,   -1426,    2006,   20273,    -184,   -1873,   11436,    -205,   14489,   13140,   -2133,    -784,  100.0,   10.1,   36.9,    2.0,   62.8,   30.3,   10.3,    7.3,   13.6,    0.4,    4.9,    4.7,    0.1,   98.1,   98.4,    1.9,    1.6,    410,     29,     22,     13,    140,     90,     86,     44,     46,     27,     22,     17,      6,    303,    239,    18.6,    29.2,    29.4,    39.0,    17.0,    28.9,    26.9,    36.1,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",220809,2022-08-09,244042,ICUS,01,244 , 1207303,  123356,  445531,   24918,  750622,  391214,  127648,   86980,  145454,    4841,   61480,   45843,    2005, 1181850, 1187454,   25453,   19849,  -29677,   -7013,   13737,     357,   -9060,  -18373,     409,    -488,  -19976,   -1505,   -5572,   -3903,     -71,  -22943,  -29325,   -6734,    -352,  100.0,   10.2,   36.9,    2.1,   62.2,   32.4,   10.6,    7.2,   12.0,    0.4,    5.1,    3.8,    0.2,   97.9,   98.4,    2.1,    1.6,    412,     28,     22,     12,    138,     97,     86,     44,     44,     26,     19,     20,      7,    302,    241,    19.1,    29.4,    29.5,    38.1,    17.3,    28.2,    26.9,    35.4,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",220802,2022-08-02,244042,ICUS,01,244 , 1236980,  130369,  431794,   24561,  759682,  409587,  127239,   87468,  165430,    6346,   67052,   49746,    2076, 1204793, 1216779,   32187,   20201,   66767,   -9408,   55782,    1360,   61939,  -15100,   -3354,    5661,   11345,    1116,    1608,   15073,    -204,   58718,   66018,    8049,     749,  100.0,   10.5,   34.9,    2.0,   61.4,   33.1,   10.3,    7.1,   13.4,    0.5,    5.4,    4.0,    0.2,   97.4,   98.4,    2.6,    1.6,    413,     27,     23,     12,    138,     96,     87,     42,     47,     24,     20,     20,      7,    298,    245,    18.6,    27.4,    29.8,    36.4,    16.8,    26.4,    27.7,    34.1,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",220726,2022-07-26,244042,ICUS,01,244 , 1170213,  139777,  376012,   23201,  697743,  424687,  130593,   81807,  154085,    5230,   65444,   34673,    2280, 1146075, 1150761,   24138,   19452,   -3681,   12099,  -26809,    -425,  -19236,   -2160,    4086,    4698,   34207,     271,   -4236,  -10889,     147,   -2596,   -1572,   -1085,   -2109,  100.0,   11.9,   32.1,    2.0,   59.6,   36.3,   11.2,    7.0,   13.2,    0.4,    5.6,    3.0,    0.2,   97.9,   98.3,    2.1,    1.7,    407,     27,     21,     13,    138,     95,     81,     41,     46,     23,     20,     19,      8,    295,    237,    19.2,    25.3,    28.9,    34.8,    17.3,    23.9,    26.1,    32.0,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",220719,2022-07-19,244042,ICUS,01,244 , 1173894,  127678,  402821,   23626,  716979,  426847,  126507,   77109,  119878,    4959,   69680,   45562,    2133, 1148671, 1152333,   25223,   21561,   21851,    5448,   13518,     890,   14069,    8408,    1616,     819,    2519,   -1109,   -1421,    1372,      39,   20351,   27253,    1500,   -5402,  100.0,   10.9,   34.3,    2.0,   61.1,   36.4,   10.8,    6.6,   10.2,    0.4,    5.9,    3.9,    0.2,   97.9,   98.2,    2.1,    1.8,    409,     27,     21,     13,    143,     91,     81,     43,     43,     24,     20,     21,      8,    303,    232,    19.2,    25.9,    28.6,    36.9,    17.3,    25.5,    26.1,    33.8,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",220712,2022-07-12,244042,ICUS,01,244 , 1152043,  122230,  389303,   22736,  702910,  418439,  124891,   76290,  117359,    6068,   71101,   44190,    2094, 1128320, 1125080,   23723,   26963,   14918,    2972,   15562,    1146,   14418,   -5528,   -4032,    9166,   -3542,     802,   -4013,    6368,      85,   20544,   10861,   -5626,    4057,  100.0,   10.6,   33.8,    2.0,   61.0,   36.3,   10.8,    6.6,   10.2,    0.5,    6.2,    3.8,    0.2,   97.9,   97.7,    2.1,    2.3,    418,     26,     22,     13,    146,     89,     80,     46,     47,     24,     20,     22,      6,    305,    236,    18.7,    25.5,    28.2,    37.5,    16.8,    24.6,    25.7,    33.9,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",220705,2022-07-05,244042,ICUS,01,244 , 1137125,  119258,  373741,   21590,  688492,  423967,  128923,   67124,  120901,    5266,   75114,   37822,    2009, 1107776, 1114219,   29349,   22906,   45447,   -1139,   36069,     308,   49425,    3438,   -5834,   -4871,     616,   -2041,    6758,   14954,     -69,   42537,   47441,    2910,   -1994,  100.0,   10.5,   32.9,    1.9,   60.5,   37.3,   11.3,    5.9,   10.6,    0.5,    6.6,    3.3,    0.2,   97.4,   98.0,    2.6,    2.0,    414,     25,     21,     12,    142,     90,     75,     44,     49,     24,     20,     23,      6,    294,    237,    18.9,    26.2,    28.4,    35.5,    17.0,    25.0,    26.0,    32.5,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",220628,2022-06-28,244042,ICUS,01,244 , 1091678,  120397,  337672,   21282,  639067,  420529,  134757,   71995,  120285,    7307,   68356,   22868,    2078, 1065239, 1066778,   26439,   24900,    -757,   15549,   -9479,     257,    6718,  -10853,    1649,  -15132,   16859,    -501,  -10594,   -1841,     264,   -1790,   -3645,    1033,    2888,  100.0,   11.0,   30.9,    1.9,   58.5,   38.5,   12.3,    6.6,   11.0,    0.7,    6.3,    2.1,    0.2,   97.6,   97.7,    2.4,    2.3,    403,     27,     20,     12,    138,     92,     82,     45,     44,     26,     20,     17,      6,    296,    233,    18.8,    27.1,    27.7,    36.1,    16.3,    24.8,    24.2,    32.4,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",220621,2022-06-21,244042,ICUS,01,244 , 1092435,  104848,  347151,   21025,  632349,  431382,  133108,   87127,  103426,    7808,   78950,   24709,    1814, 1067029, 1070423,   25406,   22012, -260073,  -11045,  -66263, -121185,  -39595,   25009,  -27239,    9466,   15392,   -5666,    -964,   -5868,  -13133, -209361, -198953,  -50712,  -61120,  100.0,    9.6,   31.8,    1.9,   57.9,   39.5,   12.2,    8.0,    9.5,    0.7,    7.2,    2.3,    0.2,   97.7,   98.0,    2.3,    2.0,    406,     28,     18,     12,    134,     97,     84,     49,     40,     27,     20,     20,      5,    303,    231,    17.1,    27.3,    26.2,    36.5,    15.2,    25.0,    22.9,    32.8,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
