"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",230627,2023-06-27,13874J,CME ,00,138 ,   25477,   14194,    7078,       0,    7537,   12516,    1420,     764,    3020,      43,       0,       0,       0,   23958,   24077,    1519,    1400,     311,     -60,    1715,       0,     576,   -1429,      -4,     -25,     200,      -1,       0,       0,       0,     486,     481,    -175,    -170,  100.0,   55.7,   27.8,    0.0,   29.6,   49.1,    5.6,    3.0,   11.9,    0.2,    0.0,    0.0,    0.0,   94.0,   94.5,    6.0,    5.5,     30,      4,      7,      0,      8,.,.,.,      5,.,      0,      0,      0,     15,     17,    71.0,    69.4,    85.7,    84.0,    69.2,    69.4,    80.1,    80.5,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","Combined"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",230620,2023-06-20,13874J,CME ,00,138 ,   25166,   14254,    5363,       0,    6961,   13945,    1424,     789,    2820,      44,       0,       0,       0,   23472,   23596,    1694,    1570,   -9802,   -2399,   -2833,   -4926,      43,     -13,       0,   -1223,     125,    -261,       0,       0,       0,   -8766,   -7908,   -1036,   -1894,  100.0,   56.6,   21.3,    0.0,   27.7,   55.4,    5.7,    3.1,   11.2,    0.2,    0.0,    0.0,    0.0,   93.3,   93.8,    6.7,    6.2,     26,      4,      6,      0,      6,.,.,.,      4,.,      0,      0,      0,     13,     15,    71.6,    73.5,    86.6,    85.4,    70.0,    71.5,    81.0,    81.7,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","Combined"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",230613,2023-06-13,13874J,CME ,00,138 ,   34968,   16653,    8196,    4926,    6918,   13958,    1424,    2012,    2695,     305,       0,       0,       0,   32238,   31504,    2730,    3464,    6422,     394,    -590,    4926,    -170,    2619,       0,     193,      85,     305,       0,       0,       0,    5648,    7345,     774,    -923,  100.0,   47.6,   23.4,   14.1,   19.8,   39.9,    4.1,    5.8,    7.7,    0.9,    0.0,    0.0,    0.0,   92.2,   90.1,    7.8,    9.9,     31,      7,      6,      5,      6,.,.,      4,      4,.,      0,      0,      0,     19,     20,    60.8,    60.4,    78.4,    76.4,    49.8,    57.6,    64.2,    65.8,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","Combined"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",230606,2023-06-06,13874J,CME ,00,138 ,   28546,   16259,    8786,       0,    7088,   11339,    1424,    1819,    2610,       0,       0,       0,       0,   26590,   24159,    1956,    4387,     870,    2991,   -2707,       0,   -2300,      39,       0,     224,     536,       0,       0,       0,       0,     915,   -2132,     -45,    3002,  100.0,   57.0,   30.8,    0.0,   24.8,   39.7,    5.0,    6.4,    9.1,    0.0,    0.0,    0.0,    0.0,   93.1,   84.6,    6.9,   15.4,     27,      5,      6,      0,      6,.,.,.,      4,      0,      0,      0,      0,     14,     14,    61.5,    63.8,    83.0,    76.3,    60.9,    63.0,    78.9,    73.2,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","Combined"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",230530,2023-05-30,13874J,CME ,00,138 ,   27676,   13268,   11493,       0,    9388,   11300,    1424,    1595,    2074,       0,       0,       0,       0,   25675,   26291,    2001,    1385,     880,     542,    2961,       0,     582,   -1963,    -328,    -396,     520,       0,       0,       0,       0,     400,    1190,     480,    -310,  100.0,   47.9,   41.5,    0.0,   33.9,   40.8,    5.1,    5.8,    7.5,    0.0,    0.0,    0.0,    0.0,   92.8,   95.0,    7.2,    5.0,     28,      4,      8,      0,      7,.,.,.,      4,      0,      0,      0,      0,     13,     16,    61.4,    69.4,    83.6,    84.1,    60.7,    69.4,    79.3,    80.8,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","Combined"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",230523,2023-05-23,13874J,CME ,00,138 ,   26796,   12726,    8532,       0,    8806,   13263,    1752,    1991,    1554,       0,       0,       0,       0,   25275,   25101,    1521,    1695,    2359,    3066,   -1234,       0,    -867,    3282,       0,     -45,    -401,       0,       0,       0,       0,    2154,    1647,     205,     712,  100.0,   47.5,   31.8,    0.0,   32.9,   49.5,    6.5,    7.4,    5.8,    0.0,    0.0,    0.0,    0.0,   94.3,   93.7,    5.7,    6.3,     28,      4,      8,      0,      7,.,.,.,.,      0,      0,      0,      0,     14,     15,    63.4,    75.3,    83.5,    86.1,    62.8,    73.7,    79.2,    81.4,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","Combined"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",230516,2023-05-16,13874J,CME ,00,138 ,   24437,    9660,    9766,       0,    9673,    9981,    1752,    2036,    1955,       0,       0,       0,       0,   23121,   23454,    1316,     983,     194,     532,     583,       0,      98,    1102,     -20,    -123,    -153,       0,       0,       0,       0,     487,    1512,    -293,   -1318,  100.0,   39.5,   40.0,    0.0,   39.6,   40.8,    7.2,    8.3,    8.0,    0.0,    0.0,    0.0,    0.0,   94.6,   96.0,    5.4,    4.0,     30,      4,      9,      0,      7,.,.,.,      5,      0,      0,      0,      0,     14,     17,    61.3,    74.5,    83.4,    86.2,    60.8,    72.7,    78.2,    81.1,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","Combined"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",230509,2023-05-09,13874J,CME ,00,138 ,   24243,    9128,    9183,       0,    9575,    8879,    1772,    2159,    2108,       0,       0,       0,       0,   22634,   21942,    1609,    2301,      87,      99,   -2750,       0,     315,    1725,      -5,    -254,    -105,       0,       0,       0,       0,     155,   -1135,     -68,    1222,  100.0,   37.7,   37.9,    0.0,   39.5,   36.6,    7.3,    8.9,    8.7,    0.0,    0.0,    0.0,    0.0,   93.4,   90.5,    6.6,    9.5,     25,.,      6,      0,      7,.,.,.,      4,      0,      0,      0,      0,     13,     13,    62.9,    70.7,    85.1,    82.7,    61.3,    68.8,    78.0,    77.5,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","Combined"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",230502,2023-05-02,13874J,CME ,00,138 ,   24156,    9029,   11933,       0,    9260,    7154,    1777,    2413,    2213,       0,       0,       0,       0,   22479,   23077,    1677,    1079,    -138,      16,    -245,       0,    -781,       0,       0,     653,    -244,       0,       0,       0,       0,    -112,    -489,     -26,     351,  100.0,   37.4,   49.4,    0.0,   38.3,   29.6,    7.4,   10.0,    9.2,    0.0,    0.0,    0.0,    0.0,   93.1,   95.5,    6.9,    4.5,     26,.,      7,      0,      6,.,.,      4,      4,      0,      0,      0,      0,     13,     14,    63.1,    65.7,    84.3,    85.1,    61.7,    65.7,    78.0,    80.1,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","Combined"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",230425,2023-04-25,13874J,CME ,00,138 ,   24294,    9013,   12178,       0,   10041,    7154,    1777,    1760,    2457,       0,       0,       0,       0,   22591,   23566,    1703,     728,    -553,     -26,    -405,       0,   -1468,       0,       0,    1288,     -87,       0,       0,       0,       0,    -206,    -492,    -347,     -61,  100.0,   37.1,   50.1,    0.0,   41.3,   29.4,    7.3,    7.2,   10.1,    0.0,    0.0,    0.0,    0.0,   93.0,   97.0,    7.0,    3.0,     28,.,      8,      0,      7,.,.,.,      6,      0,      0,      0,      0,     12,     17,    62.7,    64.1,    85.7,    83.0,    61.7,    64.1,    79.5,    77.7,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","Combined"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",230418,2023-04-18,13874J,CME ,00,138 ,   24847,    9039,   12583,       0,   11509,    7154,    1777,     472,    2544,       0,       0,       0,       0,   22797,   24058,    2050,     789,    -869,     395,    -197,       0,    -666,       0,      -1,   -1057,    -255,      -4,       0,       0,       0,   -1333,    -457,     464,    -412,  100.0,   36.4,   50.6,    0.0,   46.3,   28.8,    7.2,    1.9,   10.2,    0.0,    0.0,    0.0,    0.0,   91.7,   96.8,    8.3,    3.2,     28,.,      8,      0,      8,.,.,.,      6,      0,      0,      0,      0,     12,     17,    66.3,    64.3,    86.1,    83.2,    65.0,    64.3,    79.2,    78.5,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","Combined"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",230411,2023-04-11,13874J,CME ,00,138 ,   25716,    8644,   12780,       0,   12175,    7154,    1778,    1529,    2799,       4,       0,       0,       0,   24130,   24515,    1586,    1201,     315,       2,    3099,       0,    1551,   -2946,     -44,   -1252,      95,       1,       0,       0,       0,     258,     205,      57,     110,  100.0,   33.6,   49.7,    0.0,   47.3,   27.8,    6.9,    5.9,   10.9,    0.0,    0.0,    0.0,    0.0,   93.8,   95.3,    6.2,    4.7,     31,.,      8,      0,      9,.,.,.,      6,.,      0,      0,      0,     15,     18,    65.2,    64.1,    85.0,    81.5,    62.9,    64.1,    78.1,    77.0,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","Combined"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",230404,2023-04-04,13874J,CME ,00,138 ,   25401,    8642,    9681,       0,   10624,   10100,    1822,    2781,    2704,       3,       0,       0,       0,   23872,   24310,    1529,    1091,    -284,      59,    -301,       0,     100,      69,     -25,    -221,      97,       1,       0,       0,       0,     -86,    -159,    -198,    -125,  100.0,   34.0,   38.1,    0.0,   41.8,   39.8,    7.2,   10.9,   10.6,    0.0,    0.0,    0.0,    0.0,   94.0,   95.7,    6.0,    4.3,     31,.,      7,      0,      8,.,.,      4,      6,.,      0,      0,      0,     15,     19,    67.7,    68.4,    86.1,    82.3,    65.2,    66.2,    79.1,    77.7,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","Combined"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",230328,2023-03-28,13874J,CME ,00,138 ,   25685,    8583,    9982,       0,   10524,   10031,    1847,    3002,    2607,       2,       0,       0,       0,   23958,   24469,    1727,    1216,     949,      35,    -427,       0,      22,    1582,      23,     612,      57,       1,       0,       0,       0,     693,    1236,     256,    -287,  100.0,   33.4,   38.9,    0.0,   41.0,   39.1,    7.2,   11.7,   10.1,    0.0,    0.0,    0.0,    0.0,   93.3,   95.3,    6.7,    4.7,     29,.,      7,      0,      8,.,.,      4,      4,.,      0,      0,      0,     15,     17,    66.4,    68.2,    84.7,    84.7,    64.2,    67.2,    77.8,    79.8,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","Combined"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",230321,2023-03-21,13874J,CME ,00,138 ,   24736,    8548,   10409,       0,   10502,    8449,    1824,    2390,    2550,       1,       0,       0,       0,   23265,   23233,    1471,    1503,  -11090,   -3300,   -1865,   -3404,     -65,   -5910,      -6,    -507,     159,    -282,       0,       0,       0,   -7564,  -11308,   -3526,     218,  100.0,   34.6,   42.1,    0.0,   42.5,   34.2,    7.4,    9.7,   10.3,    0.0,    0.0,    0.0,    0.0,   94.1,   93.9,    5.9,    6.1,     25,.,      5,      0,      7,.,.,.,      4,.,      0,      0,      0,     13,     14,    69.1,    68.2,    88.5,    86.2,    66.7,    68.2,    81.2,    80.8,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","Combined"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",230314,2023-03-14,13874J,CME ,00,138 ,   35826,   11848,   12274,    3404,   10567,   14359,    1830,    2897,    2391,     283,       0,       0,       0,   30829,   34541,    4997,    1285,    7557,   -1976,    6268,    3404,    1780,   -3071,     -40,     228,     629,     281,       0,       0,       0,    3677,    7471,    3880,      86,  100.0,   33.1,   34.3,    9.5,   29.5,   40.1,    5.1,    8.1,    6.7,    0.8,    0.0,    0.0,    0.0,   86.1,   96.4,   13.9,    3.6,     34,      6,      7,.,      8,      4,.,      5,      4,.,      0,      0,      0,     20,     21,    46.7,    66.5,    68.9,    81.7,    40.0,    65.0,    60.2,    73.7,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","Combined"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",230307,2023-03-07,13874J,CME ,00,138 ,   28269,   13824,    6006,       0,    8787,   17430,    1870,    2669,    1762,       2,       0,       0,       0,   27152,   27070,    1117,    1199,    6226,    1366,    1543,       0,    5001,    7060,       0,    -325,     611,       2,       0,       0,       0,    6044,    9216,     182,   -2990,  100.0,   48.9,   21.2,    0.0,   31.1,   61.7,    6.6,    9.4,    6.2,    0.0,    0.0,    0.0,    0.0,   96.0,   95.8,    4.0,    4.2,     30,      7,      4,      0,      8,      4,.,.,      4,.,      0,      0,      0,     18,     14,    50.7,    81.8,    78.4,    90.4,    50.5,    78.3,    75.5,    85.2,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","Combined"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",230228,2023-02-28,13874J,CME ,00,138 ,   22043,   12458,    4463,       0,    3786,   10370,    1870,    2994,    1151,       0,       0,       0,       0,   21108,   17854,     935,    4189,    1799,    2571,    1569,       0,     324,   -1742,    -364,    -147,    -111,       0,       0,       0,       0,    2384,    -648,    -585,    2447,  100.0,   56.5,   20.2,    0.0,   17.2,   47.0,    8.5,   13.6,    5.2,    0.0,    0.0,    0.0,    0.0,   95.8,   81.0,    4.2,   19.0,     28,      8,      4,      0,      7,.,.,      4,.,      0,      0,      0,      0,     19,     10,    43.1,    72.2,    73.2,    79.1,    40.6,    66.0,    69.2,    71.6,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","Combined"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",230221,2023-02-21,13874J,CME ,00,138 ,   20244,    9887,    2894,       0,    3462,   12112,    2234,    3141,    1262,       0,       0,       0,       0,   18724,   18502,    1520,    1742,      98,    -301,    -140,       0,     604,     197,      75,    -227,     -17,       0,       0,    -300,       0,     151,    -185,     -53,     283,  100.0,   48.8,   14.3,    0.0,   17.1,   59.8,   11.0,   15.5,    6.2,    0.0,    0.0,    0.0,    0.0,   92.5,   91.4,    7.5,    8.6,     28,      8,      4,      0,      6,.,.,      4,.,      0,      0,      0,      0,     18,     11,    41.0,    77.7,    72.2,    87.6,    38.4,    69.8,    64.0,    78.0,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","Combined"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",230214,2023-02-14,13874J,CME ,00,138 ,   20146,   10188,    3034,       0,    2858,   11915,    2159,    3368,    1279,       0,       0,     300,       0,   18573,   18687,    1573,    1459,     914,     607,   -1161,       0,     296,    2154,       0,      36,      86,       0,       0,       0,       0,     939,    1079,     -25,    -165,  100.0,   50.6,   15.1,    0.0,   14.2,   59.1,   10.7,   16.7,    6.3,    0.0,    0.0,    1.5,    0.0,   92.2,   92.8,    7.8,    7.2,     30,      8,      4,      0,      6,.,.,      5,.,      0,      0,.,      0,     19,     12,    42.8,    76.7,    70.5,    87.5,    38.3,    69.8,    61.5,    78.2,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","Combined"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",230207,2023-02-07,13874J,CME ,00,138 ,   19232,    9581,    4195,       0,    2562,    9761,    2159,    3332,    1193,       0,       0,     300,       0,   17634,   17608,    1598,    1624,   -2326,    5128,   -5535,       0,   -6504,    2283,       0,    -869,     369,       0,       0,       0,       0,   -2245,   -2883,     -81,     557,  100.0,   49.8,   21.8,    0.0,   13.3,   50.8,   11.2,   17.3,    6.2,    0.0,    0.0,    1.6,    0.0,   91.7,   91.6,    8.3,    8.4,     28,      7,      4,      0,      5,.,.,      5,.,      0,      0,.,      0,     17,     12,    43.5,    69.2,    71.1,    85.3,    38.9,    64.1,    62.0,    76.2,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","Combined"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",230131,2023-01-31,13874J,CME ,00,138 ,   21558,    4453,    9730,       0,    9066,    7478,    2159,    4201,     824,       0,       0,     300,       0,   19879,   20491,    1679,    1067,     808,     320,   -1680,       0,    -302,    2879,       0,    1280,      23,       0,       0,     300,       0,    1298,    1522,    -490,    -714,  100.0,   20.7,   45.1,    0.0,   42.1,   34.7,   10.0,   19.5,    3.8,    0.0,    0.0,    1.4,    0.0,   92.2,   95.1,    7.8,    4.9,     32,      5,      6,      0,      9,.,.,      6,.,      0,      0,.,      0,     20,     13,    46.8,    70.4,    68.5,    86.8,    42.1,    66.8,    61.0,    79.1,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","Combined"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",230124,2023-01-24,13874J,CME ,00,138 ,   20750,    4133,   11410,       0,    9368,    4599,    2159,    2921,     801,       0,       0,       0,       0,   18581,   18969,    2169,    1781,    2520,    2804,    -471,       0,    -259,    2211,       0,     179,      15,       0,       0,       0,       0,    2724,    1755,    -204,     765,  100.0,   19.9,   55.0,    0.0,   45.1,   22.2,   10.4,   14.1,    3.9,    0.0,    0.0,    0.0,    0.0,   89.5,   91.4,   10.5,    8.6,     29,      5,      7,      0,      9,.,.,      4,.,      0,      0,      0,      0,     18,     12,    48.2,    63.3,    69.8,    84.6,    43.7,    61.1,    61.7,    76.6,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","Combined"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",230117,2023-01-17,13874J,CME ,00,138 ,   18230,    1329,   11881,       0,    9627,    2388,    2159,    2742,     786,       0,       0,       0,       0,   15857,   17214,    2373,    1016,     509,     576,   -1571,       0,    -349,    1980,    -142,     328,     -12,       0,       0,       0,       0,     413,     255,      96,     254,  100.0,    7.3,   65.2,    0.0,   52.8,   13.1,   11.8,   15.0,    4.3,    0.0,    0.0,    0.0,    0.0,   87.0,   94.4,   13.0,    5.6,     26,.,      6,      0,      9,.,.,      4,.,      0,      0,      0,      0,     16,     11,    54.0,    63.3,    70.2,    87.9,    46.1,    61.2,    59.0,    78.8,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","Combined"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",230110,2023-01-10,13874J,CME ,00,138 ,   17721,     753,   13452,       0,    9976,     408,    2301,    2414,     798,       0,       0,       0,       0,   15444,   16959,    2277,     762,   -1599,     -16,   -1224,       0,   -1496,    -210,       0,     -44,     -64,       0,       0,       0,       0,   -1556,   -1498,     -43,    -101,  100.0,    4.2,   75.9,    0.0,   56.3,    2.3,   13.0,   13.6,    4.5,    0.0,    0.0,    0.0,    0.0,   87.2,   95.7,   12.8,    4.3,     25,.,      7,      0,      9,.,.,      4,.,      0,      0,      0,      0,     15,     11,    56.9,    65.6,    72.6,    88.9,    46.0,    60.6,    59.6,    78.7,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","Combined"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",230103,2023-01-03,13874J,CME ,00,138 ,   19320,     769,   14676,       0,   11472,     618,    2301,    2458,     862,       0,       0,       0,       0,   17000,   18457,    2320,     863,    1234,      -2,    1094,       0,     850,       0,       0,     340,      -6,       0,       0,       0,       0,    1188,    1088,      46,     146,  100.0,    4.0,   76.0,    0.0,   59.4,    3.2,   11.9,   12.7,    4.5,    0.0,    0.0,    0.0,    0.0,   88.0,   95.5,   12.0,    4.5,     26,.,      7,      0,     10,.,.,      4,.,      0,      0,      0,      0,     16,     11,    55.2,    66.5,    72.1,    87.9,    45.2,    61.9,    60.2,    79.2,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","Combined"
